title,url,brand,capacity (Kilograms),colour,special feature,price,mrp,rating,reviews,discount (%),depth (Centimeters),width (Centimeters),height (Centimeters)
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfYXRmX25leHQ6MzAwMzQ2MTAzODI2NDMyOjowOjo&url=%2FIFB-Automatic-MBN-8012-Inverter%2Fdp%2FB0DCNVBFCL%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ,IFB,8,Mocha,Auto Restart,35490,46190,4,1357,23,62.1,59.8,87.5
"LG 7.5 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T75VBMB1Z, Auto Prewash, Turbodrum, Stainless Steel drum, LED Display, Smart Diagnosis, Middle Black)",https://www.amazon.in/LG-Technology-Automatic-T75VBMB1Z-Turbodrum/dp/B0DQY8JMMD/ref=sr_1_19?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-19,LG,7.5,N/A,"Auto Restart, Child Lock, High Efficiency, Inverter, LED Display",18990,27990,4.1,431,32,56,54,88.5
"LG 8 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T80VBMB4Z, Turbodrum, Auto Prewash, Stainless Steel drum, LED Display, Smart Diagnosis, Middle Black)",https://www.amazon.in/LG-Technology-Automatic-T80VBMB4Z-Turbodrum/dp/B0DPHTSTYJ/ref=sr_1_20?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-20,LG,8,N/A,"Auto Restart, Child Lock, High Efficiency, Inverter, LED Display",19990,28990,4.1,3144,31,56,54,92.5
"Haier 7 Kg 5 Star Semi Automatic Top Load Washing Machine with Anti Bacterial Cross Pulsator and Spray Function (HTW70-1187BTN, Anti Rat Mesh, Magic Filter, Castors, Burgundy)",https://www.amazon.in/Haier-Semi-Automatic-Loading-Washing-HTW70-1187BTN/dp/B0C8BDB9WZ/ref=sr_1_21?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-21,Haier,7,N/A,"1300 RPM, 2 Wash Program, Castors, Protective Rat Mesh, Spray",8990,15500,4.1,364,42,43.8,77.5,92
Ionstar 7 Kg Semi Automatic Washing Machine - 5 Star Rated - 2025 - Top Load - Jet Pulsator - Magic Filter - Special Air Dryer - Buzzer - Wheels - Powerful Copper Motor - 1500 RPM (STAR70-AQUA-G),https://www.amazon.in/Ionstar-Semi-Automatic-Washing-Machine/dp/B0DXQ5V717/ref=sr_1_22?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-22,IONSTAR,7,Grey,N/A,6690,17990,4.4,52,63,43,75,89
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/IFB-Automatic-SERENA-GXN-7012/dp/B0DFLL8FND/ref=sr_1_23?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-23,IFB,7,N/A,N/A,28990,36590,4,2611,21,51.8,59.8,87.5
Whirlpool 8 Kg 5 MAGIC CLEAN PRO SW H Fully Automatic Top Load Washing Machine (MAGIC CLEAN PRO SW H KG GREY 10YMW with In-Built Heater),https://www.amazon.in/Whirlpool-Fully-Automatic-Washing-Machine/dp/B0DGLPJ1MB/ref=sr_1_24?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-24,Whirlpool,8,Grey,Inbuilt Heater,18990,23700,3.9,12010,20,58,54,101
Whirlpool 6 kg Magic Clean 5 Star and Digital Display Fully Automatic Top Load Washing Machine Grey (MAGIC CLEAN 6.0 GENX GREY 5YrMW,https://www.amazon.in/Whirlpool-MAGIC-CLEAN-6-0-GENX/dp/B0DSBQVGBP/ref=sr_1_25?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-25,Whirlpool,6,N/A,Auto Restart,N/A,N/A,3.9,1367,N/A,58,55,85
Welko Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Cloth Dryer Deep Cleaning for Underwear Washing Machine Clothes Washer Home,https://www.amazon.in/Welko-Automatic-Folding-Cleaning-Underwear/dp/B0FLWMG6DP/ref=sr_1_26?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-26,Welko,N/A,W2,N/A,1699,1699,4.9,115,32,N/A,N/A,N/A
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfbXRmOjMwMDQzOTUwMjc2MTQzMjo6MDo6&url=%2FIFB-Automatic-DIVA-GXN-6010%2Fdp%2FB0DFLT2Q9W%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ,IFB,6,Grey,N/A,25490,34490,4,3777,26,51.8,59.8,87.5
Whirlpool 8 Kg 5 MAGIC CLEAN PRO SW H Fully Automatic Top Load Washing Machine (MAGIC CLEAN PRO SW H KG GREY 10YMW with In-Built Heater),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfbXRmOjMwMDY0MzQ0MzkwNTIzMjo6MDo6&url=%2FWhirlpool-Fully-Automatic-Washing-Machine%2Fdp%2FB0DGLPJ1MB%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ,Whirlpool,8,Grey,Inbuilt Heater,18990,23700,3.9,12010,20,58,54,101
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)",https://www.amazon.in/Whirlpool-Semi-Automatic-Loading-Comprehensive-Warranty/dp/B0DGLLG6FR/ref=sr_1_29?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-29,Whirlpool,7,Black,"Full Lint Filter, Portable, Rat Protection, Spin Shower, Superior Drying",N/A,N/A,4.2,11968,N/A,49,79.5,95.6
"Samsung 6.5 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT65R2200LL/TL, Air Turbo Drying, LIGHT GRAY, 5 Year Warranty on Wash Motor)",https://www.amazon.in/Samsung-Semi-Automatic-Loading-WT65R2200LL-TL/dp/B09T6NX8W2/ref=sr_1_30?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-30,Samsung,6.5,N/A,toughened glass lid,9290,12500,3.9,1374,26,45,75,93
"Samsung 9 kg, 5 star, AI EcoBubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG5U24AXTL, Inox)",https://www.amazon.in/Samsung-EcoBubble-Inverter-Fully-Automatic-WW90DG5U24AXTL/dp/B0DRYMKCW4/ref=sr_1_31?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-31,Samsung,9,N/A,"Child Lock, Delay Start, Drum Clean, Hygiene Steam, Smart Connectivity",37600,50990,4.3,7313,26,55,60,85
"Bosch 7 kg, 5 Star, AI active water+, Anti-Wrinkle, Anti-Tangle, Anti Bacteria Steam, Fully-Automatic Front Loading Washing Machine (WAJ24266IN, In-Built Heater, Silver)",https://www.amazon.in/Bosch-Fully-Automatic-Loading-Washing-WAJ24266IN/dp/B0CFFPLZXJ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-32,Bosch,7,Silver,"Child Lock, Delay Start, Drum Clean, Hygiene Steam, Inbuilt Heater",N/A,N/A,4.2,3837,N/A,59,59.8,84.8
"Samsung 8 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT80C4200GG/TL, Air Turbo Drying, Light Gray, 5 Year Warranty on Wash Motor)",https://www.amazon.in/Samsung-Semi-Automatic-Washing-WT80C4200GG-TL/dp/B0CVQ8DX8H/ref=sr_1_33?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-33,Samsung,8,N/A,"High Efficiency, Inverter",12490,15990,4.1,653,22,48.5,83,103
"Samsung 9 kg, 5 star, Eco Bubble Technology, Wi-Fi, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA90BG4542BDTL, Versailles Gray)",https://www.amazon.in/Samsung-Fully-Automatic-Ecobubble-WA90BG4542BDTL-technology/dp/B0B8NHPWZF/ref=sr_1_34?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-34,Samsung,9,Versailles Gray,"Inverter, Water Level 10.00",23490,30500,4.3,25014,23,56.8,54,100
"Voltas beko, A Tata Product 6 kg 5 Star Semi-Automatic Top Load Washing Machine With Air Dry (WTT60UNX/OK3R0R0W01, Burgundy, Special Pulsator Technology)",https://www.amazon.in/Voltas-Semi-Automatic-WTT60UNX-OK3R0R0W01-Technology/dp/B0DNFSR86Y/ref=sr_1_35?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-35,Voltas Beko,6,N/A,"Air Dry, Compact, Dry Spin Only, High Efficiency, Wings Pulsator Wash Technology",N/A,N/A,3.8,406,N/A,44,74.5,91
"LG 8 Kg, 5 Star, Wi-Fi, Direct Drive Technology, Steam Wash, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1208Z4M, Allergy Care, In-Built Heater, Touch Panel, Middle Black)",https://www.amazon.in/LG-Technology-Fully-Automatic-Washing-FHB1208Z4M/dp/B0DD45WVCM/ref=sr_1_36?dib=eyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ&dib_tag=se&keywords=washing+machine&qid=1755843164&sr=8-36,LG,8,N/A,"Child Lock, Hygiene Steam, Inverter, LED Display, Smart Connectivity",34990,50490,4.2,4797,31,55,60,85
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA GXN 7012, Steam Refresh Program with Eco Inverter, Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfYnRmOjMwMDM0NTE2OTU1MjQzMjo6MDo6&url=%2FIFB-Automatic-SERENA-GXN-7012%2Fdp%2FB0DFLL8FND%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ,IFB,7,N/A,N/A,28990,36590,4,2611,21,51.8,59.8,87.5
"Whirlpool 7 Kg 5 Star Inverter Front Load Washing Machine with In-Built Heater (SUPREME CARE 7012 -E, Midnight Grey, 100+ Tough Stains, Steam Technology, 2025 Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDI4ODM3NjI5NjMxNDUwOjE3NTU4NDMxNjQ6c3BfYnRmOjMwMDY0MzQ2OTQ0MTczMjo6MDo6&url=%2FWhirlpool-Inverter-Washing-Midnight-Technology%2Fdp%2FB0FGNX85XS%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.kbACvfPv3RO1sxELy35pwu5CgwOblwFj4jmNQ_7BjGBkipC5hxfENjH9QtCTePdIHZd_OodCvxHIYhAwVrRHa9BeU-5iWAAxSQzy8nRb4GG3Hv7j1FyzHEbsI96XroGFn13mUA8vtRv6uVTRr_GMrYPTguNybXqriAhoXsJAwpFL1YpeGiSZ-VmeTPmBRyr2JdiYl86GGDT39P6k9Z3_CmGi5gVkMJgOAAQAa-3H0iw.N2K2bVexLBRpxMdotAxFoThputBsjgSY-W_Mn6oe_GQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843164%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ,Whirlpool,7,MidNight Grey,"Auto Restart, Hygiene Steam, Inbuilt Heater",25990,30600,4.1,1092,15,60,64,85
"Samsung 12 Kg, 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Super Speed, Soft Closing Door, Wi-Fi, Digital Inverter, Fully-Automatic Top Load Washing Machine (WA80F12S5CTL, Deep Charcoal)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjc3NjA4Mzk0ODgxMjgyOjE3NTU4NDMyMzI6c3BfYXRmX25leHQ6MzAwNjY4MjI5NjM1NzMyOjowOjo&url=%2FSamsung-Ecobubble-Inverter-Fully-Automatic-WA80F12S5CTL%2Fdp%2FB0F5QJTMJS%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.I62dlCBZpqXDuW1OG_USzQBwKX7KRYIHygf3IbSvfLU40DAEQOoEacA7bGyebrMRRENrdY01RGX459nk5pRAu2IlY0G02UcXdo9cafYMxtl7YB1Am_pHb5LZgmYZG_dtfUAsn-IgbKrJeUjb1_MTHoCu9nxFc2e58PMEismrryHx1JSoSLuj_2W09iHsYK6nCC-7OVZnz8xU9x-75hxdKe2B4kajUROjuQlDjMIGc_Q.YhA-DWOiiCMlcM4BhW5oQIkyNaS9vtNdQ-GyRih32dY%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843232%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ,Samsung,12,Deep Charcoal,"Child Lock, Delay Start, Drum Clean, High Efficiency, Smart Connectivity",35990,47990,4.2,2071,25,67.5,61,105.9
"Samsung 8 kg, 5 star, Eco Bubble Tech, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA80BG4441BGTL, Light Gray)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjc3NjA4Mzk0ODgxMjgyOjE3NTU4NDMyMzI6c3BfYXRmX25leHQ6MzAwNDUxODc0NTcwNzMyOjowOjo&url=%2FSamsung-Fully-Automatic-Ecobubble-WA80BG4441BGTL-Technology%2Fdp%2FB0B8NK5HTH%2Fref%3Dsr_1_34_sspa%3Fdib%3DeyJ2IjoiMSJ9.I62dlCBZpqXDuW1OG_USzQBwKX7KRYIHygf3IbSvfLU40DAEQOoEacA7bGyebrMRRENrdY01RGX459nk5pRAu2IlY0G02UcXdo9cafYMxtl7YB1Am_pHb5LZgmYZG_dtfUAsn-IgbKrJeUjb1_MTHoCu9nxFc2e58PMEismrryHx1JSoSLuj_2W09iHsYK6nCC-7OVZnz8xU9x-75hxdKe2B4kajUROjuQlDjMIGc_Q.YhA-DWOiiCMlcM4BhW5oQIkyNaS9vtNdQ-GyRih32dY%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%26qid%3D1755843232%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ,Samsung,8,N/A,"Inverter, Water Level 5.00",19990,27000,4.1,27022,26,54,56.8,98.8
